"Price","Build.year","Estimated.neighbourhood.price.per.m2","Lot.size.m2","Living.space.size.m2","Nieuwbouw","Number.of.kamers","Number.of.slaapkamers","Number.of.bathrooms","Number.of.separate.toilets","Number.of.woonlagen","Kelder","Energy.label.numeric","Garden.dummy"
935000,"2014.0",305,7785,429,0,14,8,2,1,3,0,8,1
1435000,"1951.0",745,1305,220,0,6,5,3,2,4,0,5,1
419000,"2001.0",2735,128,150,0,5,4,1,2,3,0,8,1
325000,"1987.0",5140,137,117,0,5,4,1,1,2,0,8,1
598000,"1915.0",2415,1200,218,0,8,6,1,1,2,0,4,1
399000,"1961.0",1540,145,99,0,5,4,2,2,3,0,6,1
539000,"2008.0",2215,312,123,0,4,3,1,1,2,0,7,1
1195000,"1930.0",3895,139,197,0,8,6,2,2,3,0,6,1
425000,"1998.0",970,325,117,0,5,4,1,1,2,0,8,1
750000,"1928.0",170,29350,221,0,7,5,2,1,2,0,6,1
365000,"1930.0",5555,240,146,0,9,4,3,1,2,1,5,0
474000,"1977.0",965,229,118,0,5,4,1,2,3,0,6,1
479500,"2018.0",195,120,122,0,5,4,1,1,3,0,8,1
475000,"1923.0",8830,304,118,0,8,4,2,3,5,0,5,1
350000,"2003.0",3370,181,115,0,5,3,2,1,2,0,8,0
350000,"1985.0",2905,228,114,0,5,4,1,1,3,0,6,1
475000,"1996.0",1315,282,124,0,5,4,1,1,3,0,8,1
389000,"2018.0",440,124,132,0,4,3,1,0,2,0,8,1
4e+05,"1938.0",6335,106,105,0,4,3,2,1,2,0,6,1
6e+05,"1999.0",1595,234,170,0,6,5,1,2,3,0,7,1
410000,"1963.0",1965,222,103,0,4,3,1,1,3,0,5,1
325000,"1984.0",2285,204,101,0,5,4,1,1,3,0,8,1
695000,"2007.0",260,372,187,0,7,5,2,1,3,0,8,1
625000,"2002.0",2010,359,180,0,7,4,1,1,3,0,7,1
315000,"1935.0",2570,235,116,0,4,3,1,1,3,0,5,1
450000,"1971.0",2140,162,122,0,6,5,1,1,3,0,7,1
296000,"1926.0",900,265,95,0,4,3,1,2,2,0,2,1
4e+05,"1997.0",2225,143,126,0,5,4,1,1,3,0,7,1
875000,"1963.0",315,7381,356,0,9,6,2,1,2,1,5,1
1049000,"2007.0",2775,636,194,0,5,4,2,2,2,0,8,1
450000,"1991.0",4120,176,132,0,4,3,1,1,3,0,7,1
559000,"1989.0",655,418,123,0,5,4,1,1,2,0,8,1
389000,"1987.0",6190,136,110,0,4,3,1,1,3,0,6,1
775000,"1989.0",1010,237,152,0,6,5,2,1,3,0,6,1
395000,"1933.0",1095,123,76,0,3,2,1,1,2,0,4,1
385000,"1929.0",1820,107,93,0,4,3,1,0,3,0,6,1
1395000,"2020.0",3530,2100,253,0,7,4,2,1,2,1,12,1
325000,"1904.0",3650,367,113,0,3,2,2,1,2,0,2,1
325000,"1978.0",4090,154,129,0,5,3,1,0,3,0,6,1
315000,"1973.0",2195,163,132,0,5,4,1,1,3,0,7,1
269500,"1975.0",1610,170,104,0,5,4,1,1,3,0,6,1
550000,"1905.0",3690,384,156,0,5,3,1,1,2,0,4,1
525000,"1990.0",3350,227,167,0,7,5,1,1,2,0,6,1
250000,"1980.0",4680,180,132,0,6,5,1,1,2,0,7,1
385000,"1971.0",2450,157,133,0,6,5,1,0,3,0,6,1
350000,"1959.0",3455,152,105,0,4,3,1,0,3,0,6,0
295000,"1934.0",505,136,98,0,4,3,1,1,3,0,3,1
295000,"",575,343,137,0,6,4,1,0,2,0,5,1
550000,"2001.0",2940,47,162,0,5,3,2,1,3,0,8,1
439000,"1936.0",1800,113,88,0,4,3,1,1,3,0,4,1
585000,"",1395,865,176,0,5,3,1,1,2,0,5,1
350000,"2012.0",1060,138,118,0,6,4,1,1,3,0,9,1
450000,"2010.0",1675,181,124,0,6,5,1,1,2,0,8,1
435000,"1911.0",1115,170,83,0,4,2,1,1,3,1,5,1
695000,"1975.0",585,1473,180,0,7,4,1,1,2,0,4,1
550000,"1930.0",650,268,90,0,4,3,1,1,3,0,6,0
615000,"1962.0",1145,186,140,0,6,4,1,1,3,0,6,1
365000,"1928.0",1965,132,101,0,4,3,1,1,2,0,2,1
599000,"1974.0",1930,458,168,0,5,2,1,1,2,0,5,1
385000,"1990.0",635,239,104,0,7,4,1,1,3,0,6,1
415000,"1957.0",1765,500,113,0,5,3,1,1,2,1,4,1
569000,"1996.0",1170,175,148,0,5,4,1,1,3,0,8,1
616000,"1968.0",3595,250,162,0,6,5,1,1,3,0,6,1
349000,"1975.0",2365,405,136,0,7,4,1,1,2,0,5,1
435000,"2021.0",1335,116,114,0,5,3,1,1,2,0,8,1
625000,"1900.0",735,1370,148,0,5,3,1,1,2,0,6,1
2e+05,"1968.0",7120,141,100,0,3,2,1,1,2,0,6,1
499000,"1861.0",640,2848,245,0,8,7,2,1,2,0,3,1
475000,"1961.0",965,209,100,0,5,4,1,1,3,0,5,1
315000,"1973.0",2195,151,131,0,5,4,1,1,3,0,6,1
369000,"1920.0",3940,300,110,0,5,3,1,1,2,0,5,1
497500,"1935.0",305,398,131,0,5,3,1,1,2,0,2,1
889000,"1992.0",2880,515,190,0,5,4,1,0,3,0,7,1
425000,"1998.0",1865,122,136,0,5,4,1,1,3,0,8,1
650000,"1990.0",3230,475,199,0,5,4,1,2,2,0,8,1
239000,"1982.0",1725,138,112,0,5,4,1,1,2,0,7,1
369000,"1999.0",1765,152,114,0,4,3,1,1,2,0,8,1
990000,"2005.0",1440,365,180,0,5,4,2,1,2,0,6,1
499000,"1994.0",3645,254,112,0,5,4,1,1,3,0,7,1
6e+05,"1907.0",5580,75,97,0,3,2,1,1,2,0,3,0
675000,"1967.0",3005,165,118,0,5,4,2,1,3,0,6,1
399500,"1989.0",835,599,125,0,4,3,1,1,2,0,6,1
425000,"1978.0",6190,105,139,0,5,4,1,1,3,0,6,1
6e+05,"1976.0",4125,182,133,0,5,4,1,0,3,0,6,1
415000,"2018.0",1985,114,125,0,5,4,1,1,3,0,8,1
427500,"1985.0",1550,145,143,0,6,5,1,1,3,0,8,1
349000,"1979.0",3055,177,126,0,5,4,1,1,3,0,7,1
325000,"1969.0",805,300,104,0,4,3,1,1,2,0,4,1
650000,"1930.0",5905,270,116,0,5,3,1,1,3,0,3,1
415000,"1978.0",5935,400,129,0,5,4,1,1,3,0,6,1
375000,"1985.0",2905,240,150,0,5,4,1,1,2,0,6,1
680000,"2011.0",7475,175,149,0,5,4,1,1,2,0,8,1
475000,"1994.0",1505,545,129,0,6,5,1,1,2,0,7,1
995000,"1976.0",4270,1171,311,0,8,5,3,1,2,0,5,1
275000,"1975.0",1355,207,117,0,4,3,1,1,3,0,6,1
4e+05,"1896.0",1235,126,90,0,4,3,1,1,2,1,3,1
629000,"2001.0",3505,552,206,0,7,4,1,1,2,1,8,1
585000,"2011.0",890,135,145,0,6,5,2,1,3,0,8,1
549000,"1993.0",2895,440,123,0,7,4,1,1,3,0,8,1
485000,"1977.0",2885,123,115,0,5,4,1,1,3,0,7,1
375000,"1982.0",5290,125,97,0,5,4,1,1,3,0,8,1
359000,"1961.0",6930,129,92,0,5,4,1,1,3,0,4,1
395000,"1971.0",1655,305,131,0,5,4,1,0,2,0,5,1
365000,"1984.0",2510,174,101,0,5,4,1,1,3,0,7,1
250000,"1954.0",1875,163,121,0,6,4,1,1,3,0,5,1
274500,"1984.0",2950,163,102,0,5,4,1,1,3,0,6,1
250000,"1982.0",1915,145,78,0,3,2,1,1,2,0,6,1
7e+05,"1931.0",345,560,142,0,7,4,1,1,2,0,2,1
324500,"1975.0",795,190,98,0,5,4,1,1,2,0,5,1
375000,"1939.0",3070,162,96,0,5,3,1,1,3,0,8,1
325000,"1997.0",2110,92,97,0,4,3,1,1,2,0,7,1
4e+05,"1984.0",7390,113,111,0,5,4,1,1,3,0,8,1
395000,"1986.0",4040,260,126,0,4,3,1,0,3,0,6,1
325000,"1962.0",6335,154,90,0,5,4,1,1,3,0,4,1
350000,"1976.0",1880,159,150,0,7,6,1,1,3,0,8,1
430000,"1992.0",2900,203,112,0,5,3,1,1,3,0,7,1
375000,"1943.0",1175,96,87,0,4,3,1,0,3,0,4,1
485000,"1994.0",3190,281,139,0,4,3,1,1,2,0,6,1
675000,"1978.0",1520,369,178,0,5,4,2,1,2,0,6,1
550000,"2014.0",1430,260,154,0,6,4,1,2,3,0,8,1
565000,"2009.0",2450,154,182,0,6,5,1,1,3,0,8,1
525000,"1982.0",2750,490,125,0,6,4,1,1,2,0,6,1
445000,"1929.0",4795,154,110,0,5,4,1,1,3,0,6,1
369500,"1969.0",2010,134,111,0,6,4,1,1,3,0,6,1
895000,"1787.0",85,8240,387,0,10,8,1,2,2,0,5,1
495000,"1988.0",5375,222,116,0,4,3,1,1,3,0,7,1
935000,"2009.0",595,9020,208,0,8,6,2,1,3,1,8,1
750000,"1960.0",5365,554,230,0,11,8,2,1,3,1,6,1
450000,"1980.0",6440,138,121,0,5,4,1,1,3,0,6,1
275000,"1914.0",2650,292,80,0,3,2,1,1,2,0,4,1
279000,"1960.0",6855,148,108,0,5,3,1,1,2,0,4,1
595000,"1982.0",5050,400,175,0,6,5,1,2,3,0,6,1
285000,"1901.0",410,332,87,0,5,4,2,1,2,1,5,1
685000,"1937.0",2310,762,137,0,4,3,2,2,2,1,4,1
4e+05,"1979.0",2385,193,125,0,4,3,1,1,3,0,6,1
239500,"1971.0",1685,181,125,0,5,4,1,1,3,0,6,1
345000,"2011.0",230,158,98,0,3,2,1,1,2,0,8,1
249000,"1960.0",590,549,100,0,4,3,1,1,2,0,7,1
325000,"2016.0",3695,113,112,0,5,3,1,1,3,0,8,1
235000,"1966.0",7010,207,95,0,5,4,1,1,2,0,6,1
950000,"1977.0",175,1145,256,0,7,4,2,1,3,1,6,1
240000,"1968.0",2750,135,96,0,3,2,1,2,2,0,6,1
292500,"1975.0",990,212,110,0,5,4,1,1,2,0,4,1
450000,"1994.0",2010,223,147,0,6,5,1,0,3,0,6,1
849000,"",1415,549,172,0,7,6,1,1,3,0,9,1
350000,"1968.0",1715,347,109,0,5,4,1,1,2,0,5,1
596800,"1932.0",6315,220,151,0,6,5,1,2,3,0,5,1
285000,"1963.0",810,190,83,0,4,3,1,1,2,0,7,1
295000,"1915.0",1570,210,112,0,5,3,1,1,2,0,3,1
397500,"1984.0",6825,299,142,0,5,4,1,2,2,0,7,1
950000,"1921.0",2280,225,172,0,6,4,1,1,3,0,6,1
725000,"1999.0",3190,318,125,0,5,4,1,1,3,1,8,1
495000,"1992.0",3145,340,129,0,6,5,1,1,3,0,7,1
475000,"1973.0",2270,181,116,0,5,4,1,1,3,0,4,1
850000,"1969.0",1145,10000,197,0,7,5,2,1,2,0,6,1
749000,"1974.0",1345,634,175,0,6,4,3,1,2,0,6,1
525000,"1970.0",4000,264,131,0,6,4,1,1,2,0,6,1
695000,"1935.0",2610,415,109,0,5,3,1,1,2,0,3,1
359000,"1971.0",3990,297,205,0,8,3,1,3,2,1,6,1
320000,"1980.0",2735,144,94,0,4,3,1,1,2,0,7,1
425000,"1994.0",4435,141,135,0,4,3,1,1,2,0,7,1
750000,"1996.0",4060,474,255,0,7,4,1,2,3,0,7,1
339900,"1994.0",800,135,122,0,5,4,1,1,3,0,8,1
325000,"1976.0",1955,151,122,0,5,4,1,1,3,0,6,1
589000,"1934.0",3785,1023,148,0,5,3,1,1,3,1,3,1
545000,"",1705,337,111,0,5,4,1,1,3,1,6,1
1890000,"2001.0",300,620,242,0,8,5,3,1,3,0,7,1
335000,"1960.0",2575,360,150,0,6,4,1,1,2,1,4,1
175000,"1960.0",50,482,102,0,8,3,1,1,3,0,5,1
469000,"1990.0",265,850,165,0,5,3,1,1,2,0,7,1
389000,"1996.0",775,267,155,0,5,4,1,1,3,0,7,1
375000,"1968.0",2450,144,133,0,4,3,1,1,3,0,6,1
6e+05,"2008.0",1275,267,159,0,7,5,1,1,3,0,8,1
415000,"2005.0",5570,119,98,0,5,4,1,0,2,0,8,1
235000,"1935.0",1440,135,76,0,3,2,1,1,2,0,2,1
625000,"1969.0",440,28830,214,0,8,6,1,1,2,0,6,1
475000,"1969.0",440,6000,214,0,8,6,1,1,2,0,6,1
350000,"",2575,144,82,0,5,3,1,1,2,0,7,1
315000,"1977.0",4670,154,126,0,5,4,1,1,3,0,6,1
440000,"2016.0",2965,88,103,0,5,4,1,1,3,0,8,1
595000,"1922.0",2575,430,236,0,6,2,1,1,2,1,5,1
465000,"1963.0",1285,251,120,0,4,3,1,1,2,0,7,1
325000,"1967.0",3470,232,121,0,5,4,1,0,3,0,4,1
375000,"1935.0",2665,121,96,0,4,3,1,1,3,0,3,1
289500,"1964.0",1315,146,80,0,4,3,1,1,3,0,6,1
297500,"1969.0",3255,143,141,0,6,5,2,0,3,0,6,1
3e+05,"1971.0",750,521,116,0,5,4,1,1,3,0,3,1
425000,"1978.0",2260,188,100,0,5,4,1,1,3,0,6,1
365000,"1981.0",2275,195,111,0,5,4,1,1,2,0,7,1
1045000,"1906.0",1150,241,175,0,6,5,2,2,2,0,7,1
355000,"1973.0",1825,150,120,0,4,3,1,0,3,0,6,1
469000,"1934.0",2070,149,129,0,5,4,1,1,2,1,8,1
395000,"1997.0",4900,367,105,0,6,4,1,1,3,0,7,1
350000,"2021.0",2175,73,90,0,4,3,1,1,2,0,10,1
8e+05,"1975.0",5585,1097,233,0,5,4,1,2,2,0,6,1
5e+05,"1970.0",3290,95,165,0,6,5,1,1,4,0,6,1
525000,"2010.0",3955,263,133,0,5,3,1,1,3,0,8,1
369500,"1970.0",295,464,140,0,5,4,1,1,3,0,4,1
250000,"1931.0",1225,245,92,0,4,3,1,1,2,0,4,1
415000,"1966.0",1530,323,99,0,5,4,1,2,3,0,6,1
279000,"1974.0",4615,139,111,0,5,3,1,1,2,0,6,1
325000,"1969.0",2010,261,113,0,6,4,1,1,2,0,5,1
570000,"1959.0",885,494,210,0,8,4,1,2,2,0,2,1
4e+05,"1988.0",12510,126,112,0,8,5,1,1,3,0,8,1
495000,"2009.0",2045,163,100,0,3,2,1,1,2,0,8,1
325000,"1970.0",4260,189,114,0,5,4,1,1,3,0,6,1
390000,"1972.0",4765,185,117,0,5,4,1,1,2,0,7,1
325000,"1970.0",6105,231,94,0,4,3,1,1,2,1,5,1
450000,"1973.0",6190,156,131,0,6,5,1,1,2,0,6,1
420000,"2015.0",2255,155,124,0,6,5,2,1,3,0,9,1
225000,"1986.0",2640,162,89,0,5,3,1,1,2,0,6,0
875000,"1994.0",1160,310,164,0,5,3,1,2,3,0,7,1
575000,"1941.0",2140,360,101,0,3,2,1,2,2,0,2,1
525000,"1969.0",2100,250,121,0,7,5,1,1,3,0,7,1
4e+05,"2012.0",5835,111,95,0,4,3,1,1,3,0,8,1
519000,"2002.0",1225,134,135,0,6,5,1,1,3,0,9,1
406000,"1989.0",3640,241,110,0,5,4,1,1,3,0,6,1
885000,"1795.0",2540,955,181,0,5,4,2,1,2,0,4,1
599000,"1937.0",1365,4005,206,0,8,6,2,2,3,1,6,1
375000,"1963.0",4970,159,113,0,4,3,1,1,3,0,7,1
550000,"1925.0",4685,195,94,0,4,3,1,1,2,0,5,1
3e+05,"1974.0",2480,128,112,0,5,4,1,1,2,0,6,1
1250000,"1998.0",3400,1035,253,0,8,7,1,1,2,1,8,1
375000,"1981.0",1840,360,146,0,6,5,2,2,2,0,5,1
975000,"2008.0",35,431,209,0,5,4,1,2,3,0,8,1
450000,"1982.0",9015,294,111,0,5,4,1,1,2,0,5,1
450000,"1967.0",440,291,121,0,5,3,1,1,2,0,7,1
1250000,"1976.0",305,9680,392,0,7,6,3,1,2,0,8,1
225000,"1977.0",1125,118,86,0,4,3,1,1,2,0,7,1
650000,"2006.0",9455,255,167,0,6,3,1,2,2,0,8,1
5e+05,"1930.0",4230,63,90,0,5,4,1,1,3,0,6,1
490000,"2006.0",3455,87,137,0,5,2,1,2,3,0,9,0
525000,"1930.0",1450,225,140,0,7,5,1,2,3,1,4,1
375000,"1938.0",4845,107,101,0,6,5,1,1,3,0,6,1
1190000,"1975.0",3975,2326,214,0,6,4,1,2,2,0,7,1
565000,"2018.0",2635,179,135,0,5,4,1,1,3,0,8,1
495000,"2019.0",3940,235,152,0,5,4,1,1,2,0,8,1
419000,"1990.0",1365,111,106,0,6,5,1,1,3,0,8,1
215000,"1965.0",1140,181,75,0,5,3,1,1,2,0,5,1
1150000,"1913.0",4810,1562,212,0,6,3,1,1,2,1,3,1
375000,"1979.0",740,571,145,0,6,4,2,1,2,0,6,1
280000,"1934.0",4845,127,78,0,4,3,1,1,2,0,2,1
450000,"1930.0",3045,105,113,0,6,4,1,1,3,0,4,1
425000,"1997.0",2340,205,137,0,8,5,1,1,3,0,8,1
298000,"2014.0",2285,115,117,0,5,4,1,0,3,0,8,1
275000,"1970.0",2420,135,108,0,5,4,1,1,3,0,6,1
275000,"1978.0",1325,146,121,0,5,4,1,1,3,0,6,1
975000,"1990.0",4160,720,247,0,8,6,2,1,2,0,7,1
639000,"1974.0",1100,574,226,0,8,5,2,1,2,0,6,1
1795000,"1908.0",2345,1080,301,0,9,6,4,1,4,0,6,1
425000,"1998.0",4275,124,120,0,5,4,1,1,3,0,7,1
375000,"2000.0",9955,153,118,0,5,5,1,1,3,0,8,1
325000,"1972.0",4220,198,122,0,6,4,1,1,2,0,5,1
750000,"1928.0",5360,985,159,0,6,4,2,0,2,1,5,1
550000,"2007.0",3620,289,151,0,5,4,1,1,3,0,8,1
299000,"1920.0",120,213,76,0,4,3,1,1,3,1,4,1
4e+05,"1961.0",3225,150,129,0,5,4,1,1,3,0,6,1
359000,"1959.0",3455,152,107,0,4,3,1,1,3,0,3,0
350000,"1961.0",4610,309,97,0,4,2,1,1,2,0,2,1
379000,"1987.0",4040,132,115,0,5,4,1,1,3,0,7,1
189500,"1966.0",2450,201,112,0,5,4,1,1,3,0,5,1
385000,"1973.0",1135,272,165,0,7,4,1,2,3,0,7,1
395000,"1991.0",1370,100,106,0,5,4,1,1,3,0,8,1
695000,"1987.0",5375,258,156,0,6,4,1,1,3,0,7,1
799000,"1915.0",1200,615,171,0,5,4,2,2,2,1,4,1
4e+05,"1935.0",1245,101,85,0,5,4,1,1,3,0,5,1
550000,"1926.0",150,704,182,0,7,5,1,1,2,0,2,1
199500,"1983.0",8925,153,108,0,5,4,1,1,3,0,6,1
245000,"1958.0",800,133,75,0,4,3,1,1,2,0,5,1
5e+05,"1960.0",5500,386,126,0,5,4,1,1,3,0,6,1
425000,"1990.0",4400,254,128,0,6,5,1,1,3,0,7,1
795000,"2000.0",4930,1146,207,0,5,4,2,1,2,0,7,1
550000,"1990.0",2055,199,152,0,5,4,1,2,3,0,6,1
265000,"1963.0",1395,165,111,0,5,4,1,1,2,0,3,1
269500,"1980.0",5980,123,106,0,4,3,1,1,3,0,5,1
5e+05,"1955.0",4785,560,134,0,5,4,1,1,2,0,4,1
450000,"1983.0",6360,167,117,0,5,4,1,1,3,0,6,1
3e+05,"1989.0",2005,436,120,0,5,4,1,1,3,1,7,1
269000,"1949.0",1055,141,72,0,4,3,1,1,2,0,3,1
450000,"2002.0",2020,418,142,0,6,5,1,1,3,0,8,1
469000,"1996.0",4985,294,131,0,5,3,1,2,3,0,7,1
4e+05,"1970.0",3295,175,98,0,4,3,1,1,2,0,6,1
325000,"1973.0",4220,152,97,0,4,3,1,1,2,0,7,1
325000,"1985.0",1825,134,99,0,6,5,1,1,3,0,7,1
285000,"1954.0",5285,205,84,0,4,3,1,1,2,0,5,1
625000,"1997.0",1140,347,158,0,4,3,2,1,2,0,7,1
425000,"1957.0",1725,214,125,0,5,4,1,1,2,0,5,1
299500,"2000.0",2425,199,130,0,5,4,1,1,3,0,8,1
425000,"1955.0",4640,381,120,0,4,3,1,2,3,0,4,1
175000,"1950.0",2785,132,97,0,4,3,1,1,3,1,4,1
679000,"2018.0",3645,127,145,0,6,4,1,1,3,0,8,1
550000,"2001.0",2530,285,147,0,5,3,1,2,3,0,8,1
510000,"1999.0",4165,144,136,0,6,5,1,1,3,0,11,1
319500,"1976.0",2925,170,114,0,5,4,1,1,3,0,6,1
637000,"2015.0",3300,98,127,0,6,3,1,1,3,0,8,1
478000,"1935.0",4120,141,100,0,4,3,1,1,3,0,4,1
425000,"1962.0",1330,210,127,0,5,4,1,1,2,0,7,1
210000,"1976.0",2850,171,79,0,3,2,1,1,2,0,6,1
3e+05,"1935.0",1575,97,119,0,6,5,1,1,3,0,6,1
350000,"1994.0",3960,268,156,0,6,4,1,1,2,0,8,1
250000,"1976.0",2965,151,125,0,5,4,1,1,3,0,8,1
425000,"1988.0",5175,179,110,0,5,4,1,1,2,0,7,1
450000,"2001.0",4625,136,141,0,5,4,1,1,3,0,8,1
225000,"1995.0",4610,104,91,0,4,2,1,1,2,0,7,1
6e+05,"1962.0",3090,156,98,0,4,3,1,1,2,0,5,1
425000,"1960.0",3850,126,111,0,4,3,1,1,3,0,6,1
4e+05,"1993.0",3165,255,124,0,4,4,1,1,2,0,7,1
350000,"1960.0",4970,139,90,0,4,2,1,1,2,0,6,1
425000,"1990.0",1570,200,145,0,6,5,1,1,3,1,8,1
435000,"1959.0",565,896,107,0,4,3,1,1,3,1,4,1
425000,"1929.0",3930,189,128,0,5,4,2,1,4,0,3,1
459000,"1989.0",2970,235,139,0,5,4,1,1,3,0,7,1
1050000,"1930.0",985,572,183,0,7,3,1,1,3,0,5,1
450000,"1998.0",6190,236,112,0,5,4,1,1,2,0,8,1
278000,"1995.0",2745,121,86,0,4,3,1,1,2,0,8,1
369000,"1984.0",2450,204,120,0,5,4,1,1,2,0,7,1
399000,"1964.0",6280,230,86,0,4,3,1,1,2,0,6,1
545000,"1966.0",1395,247,134,0,6,4,2,1,3,0,6,1
275000,"1975.0",4685,150,93,0,4,3,1,1,2,0,6,1
295000,"1870.0",75,426,103,0,6,3,1,0,2,0,5,1
440000,"1974.0",455,184,106,0,4,3,1,1,2,0,6,1
435000,"1999.0",4435,219,116,0,4,3,1,1,3,0,7,1
675000,"2021.0",2145,96,144,0,4,2,2,3,3,0,8,1
565000,"1976.0",935,918,122,0,5,4,1,1,2,0,5,1
279000,"1965.0",4640,115,81,0,4,3,1,1,3,1,6,1
439000,"1987.0",1215,266,129,0,5,4,1,1,2,0,7,1
595000,"1979.0",3600,1400,276,0,7,4,2,3,2,1,6,1
1075000,"1985.0",485,808,189,0,6,4,1,2,2,0,7,1
669000,"",3330,419,167,0,5,4,1,2,3,0,8,1
422500,"2002.0",745,217,126,0,5,4,1,1,2,0,8,1
595000,"1972.0",420,1707,150,0,5,4,2,1,2,0,8,1
525000,"1992.0",1080,497,125,0,4,3,2,1,2,0,7,1
340000,"1973.0",1690,97,88,0,3,2,1,1,2,0,5,1
489000,"1989.0",3410,154,149,0,5,4,1,1,3,0,7,1
550000,"2004.0",5570,163,152,0,5,4,1,1,3,0,8,1
535000,"2008.0",2410,154,148,0,5,4,1,2,3,0,8,1
475000,"1991.0",1040,285,161,0,6,4,1,1,3,0,6,1
450000,"1939.0",905,4544,112,0,4,3,1,1,2,0,7,1
525000,"1971.0",4580,154,150,0,5,4,1,1,3,0,6,1
1175000,"1953.0",1670,1408,125,0,5,4,2,1,2,0,4,1
5e+05,"1984.0",2790,137,83,0,3,1,1,0,2,0,6,1
775000,"2009.0",2345,341,161,0,5,4,1,2,3,0,8,1
549000,"1994.0",3725,764,148,0,6,4,1,1,3,0,7,1
880000,"1978.0",1655,1585,317,0,7,5,2,1,2,1,8,1
450000,"1964.0",1135,685,148,0,5,3,1,2,2,0,4,1
575000,"2009.0",1895,131,142,0,5,4,1,2,3,0,8,1
250000,"1970.0",2035,137,124,0,6,5,1,1,3,0,6,1
475000,"1966.0",6430,148,109,0,4,3,1,2,2,0,7,1
525000,"2006.0",1350,261,145,0,7,5,1,1,3,0,8,1
385000,"1938.0",430,1475,95,0,4,3,1,1,2,0,2,1
699500,"2018.0",1020,382,207,0,7,5,2,1,4,0,11,1
549000,"1997.0",1500,483,176,0,5,4,2,1,2,0,7,1
450000,"1998.0",1790,148,125,0,5,4,1,1,3,0,8,1
279500,"1982.0",3135,250,95,0,6,4,1,1,3,0,6,1
250000,"1968.0",2390,240,98,0,5,3,1,2,2,0,6,1
450000,"1928.0",3930,196,128,0,5,3,1,1,3,0,6,1
269000,"1996.0",2315,107,85,0,4,3,1,1,2,0,7,1
4e+05,"1986.0",6190,134,97,0,5,4,1,1,2,0,6,1
475000,"2003.0",605,1307,184,0,6,5,2,1,2,0,8,1
4e+05,"1987.0",5175,208,109,0,5,4,1,1,3,0,7,1
340000,"1984.0",7905,146,126,0,5,4,1,1,3,0,6,1
295000,"2001.0",890,152,116,0,5,4,1,1,3,0,8,1
625000,"1910.0",6680,96,116,0,5,3,1,1,3,0,3,1
550000,"1954.0",1820,172,119,0,6,4,1,1,2,0,6,1
410000,"1978.0",1880,261,120,0,4,3,1,1,2,0,6,1
249500,"1975.0",1050,161,134,0,5,4,1,1,3,0,6,1
419000,"1989.0",2625,195,103,0,5,4,1,1,2,0,7,1
5e+05,"1910.0",1155,123,92,0,4,2,2,0,2,0,2,1
675000,"2012.0",830,234,154,0,6,3,1,1,3,0,8,1
3e+05,"1919.0",4170,260,153,0,5,4,2,0,2,1,5,1
325000,"1955.0",1080,95,63,0,5,3,1,0,2,0,6,1
539000,"1990.0",1355,850,172,0,3,2,2,1,2,0,7,1
450000,"1965.0",10995,165,116,0,4,4,1,1,3,0,5,1
319000,"1975.0",2925,148,107,0,5,3,1,1,2,0,6,1
595000,"2012.0",975,1400,200,0,6,3,2,0,2,0,8,1
625000,"1906.0",220,328,129,0,5,4,2,1,2,0,3,1
425000,"1974.0",115,629,122,0,4,3,1,2,2,0,4,1
275000,"1960.0",2100,255,103,0,11,3,1,1,2,1,3,1
350000,"1993.0",4260,131,78,0,5,4,1,1,2,0,7,1
2e+05,"1973.0",4615,100,132,0,4,2,1,1,3,0,6,1
450000,"1952.0",3230,161,91,0,4,3,1,1,2,0,8,1
489000,"1967.0",11035,241,122,0,4,3,1,2,3,0,8,1
375000,"1905.0",4715,187,109,0,4,2,1,1,2,0,7,1
345000,"1964.0",1840,217,89,0,4,3,1,1,2,0,2,1
540000,"2007.0",1070,342,192,0,4,3,2,1,2,0,8,1
330000,"1938.0",5360,250,75,0,4,3,1,1,2,1,4,1
4e+05,"1980.0",1350,134,117,0,5,4,1,0,3,0,6,1
575000,"2000.0",1080,428,165,0,5,3,1,1,3,0,7,1
550000,"2002.0",270,200,148,0,4,3,2,1,2,0,7,1
259000,"2005.0",2315,141,109,0,5,3,1,2,3,0,8,1
1050000,"1997.0",690,527,218,0,6,4,2,1,3,0,7,1
259500,"1977.0",2340,139,110,0,5,4,1,1,3,0,6,1
425000,"1957.0",1140,175,106,0,5,4,1,1,3,0,6,1
4e+05,"1990.0",1530,394,119,0,6,3,1,1,2,0,6,1
487500,"1938.0",3055,181,127,0,5,4,1,1,3,0,6,1
475000,"1987.0",1055,200,125,0,5,4,1,1,3,0,6,1
750000,"2004.0",270,600,180,0,7,4,1,3,4,0,8,0
415000,"1972.0",2680,142,114,0,5,4,1,1,3,0,7,1
620000,"1997.0",1340,500,166,0,6,4,1,1,4,1,8,1
350000,"1976.0",1880,148,120,0,4,3,1,1,3,0,6,1
3e+05,"1800.0",2095,30,73,0,3,1,1,1,3,0,3,0
575000,"1974.0",2445,171,163,0,5,4,1,1,3,0,6,1
525000,"1955.0",6105,351,114,0,4,3,1,1,2,1,3,1
725000,"",1805,115,110,0,6,5,2,1,3,0,6,1
375000,"1976.0",2850,249,170,0,8,6,1,1,3,0,5,1
215000,"1957.0",2160,262,88,0,4,3,2,1,2,0,5,1
375000,"1938.0",1685,242,112,0,5,3,1,1,2,0,6,1
