"Price","Build.year","Estimated.neighbourhood.price.per.m2","Lot.size.m2","Living.space.size.m2","Nieuwbouw","Number.of.kamers","Number.of.slaapkamers","Number.of.bathrooms","Number.of.separate.toilets","Number.of.woonlagen","Kelder","Energy.label.numeric","Garden.dummy"
425000,"2009",5645,139,135,0,5,4,1,1,3,0,8,1
479000,"1924",1765,178,106,0,4,3,1,1,2,0,5,1
509000,"1972",1685,221,141,0,5,4,1,1,3,0,7,1
450000,"1935",3875,155,121,0,5,4,1,1,3,0,6,1
495000,"1960",5365,248,131,0,5,4,1,1,2,0,6,1
789000,"1998",1225,745,227,0,6,4,2,1,2,0,7,1
1450000,"2002",1515,5730,225,0,5,4,2,1,2,0,7,1
449000,"2018",5645,164,131,0,5,4,1,1,3,0,8,1
495000,"2008",1570,108,170,0,8,5,1,1,4,0,8,1
689000,"1999",1590,734,210,0,6,5,1,1,2,0,7,1
275000,"1925",285,183,95,0,4,3,1,1,2,0,6,1
485000,"1988",17060,112,117,0,4,3,1,1,3,0,7,1
815000,"1940",310,9919,234,0,10,6,1,0,3,0,6,1
250000,"1979",3200,211,89,0,4,3,1,0,3,0,7,1
459000,"1921",3225,285,210,0,7,3,1,0,2,1,3,1
259500,"1964",1625,153,104,0,6,4,1,1,2,0,6,1
825000,"1973",1965,399,276,0,8,6,2,1,3,0,6,1
839500,"1999",4440,503,200,0,6,4,2,2,2,0,7,1
475000,"1958",665,1198,207,0,6,5,2,1,2,1,6,1
575000,"2000",11720,273,136,0,5,4,1,1,2,0,7,1
450000,"1970",8850,97,113,0,6,5,1,1,3,0,7,1
398000,"1936",1895,235,126,0,4,3,1,2,3,0,6,1
259000,"1977",1315,112,107,0,4,3,1,1,3,0,6,1
575000,"2002",1165,263,131,0,5,4,1,1,3,0,8,1
5e+05,"1998",4440,233,141,0,4,3,1,1,3,0,6,1
415000,"1994",875,475,143,0,4,3,2,1,2,0,6,1
575000,"2002",5335,289,174,0,5,4,1,1,3,0,7,1
339000,"1962",1675,156,105,0,5,4,1,1,3,0,6,1
475000,"2002",1830,95,101,0,5,3,1,1,3,0,8,1
275000,"1960",2570,163,81,0,5,4,1,2,3,0,5,1
695000,"1988",4855,502,159,0,5,4,1,2,3,0,6,1
415000,"1976",2630,149,157,0,5,4,1,3,3,0,7,1
5e+05,"2006",2050,322,152,0,5,3,1,1,2,0,8,1
290000,"1973",1800,316,112,0,5,4,1,1,3,0,5,1
485000,"1926",1830,169,96,0,3,2,1,1,3,1,5,1
389000,"1928",2610,600,210,0,7,3,2,2,2,1,2,1
795000,"1930",4800,177,131,0,6,4,1,1,3,0,7,1
685000,"1994",2010,261,176,0,7,6,2,2,3,0,8,1
419000,"2000",1615,236,124,0,4,3,1,1,2,0,7,1
2950000,"1939",575,10000,715,0,12,7,3,3,4,0,10,1
590000,"1993",1915,459,139,0,4,2,1,1,3,1,7,1
275000,"1951",6105,175,80,0,4,3,1,1,2,1,4,1
585000,"2007",5535,284,174,0,6,4,1,1,3,0,9,1
825000,"1930",2625,775,182,0,7,5,2,1,2,0,3,1
325000,"1984",22330,133,103,0,4,3,1,1,3,0,6,1
365000,"1974",22330,220,120,0,4,3,1,1,3,0,6,1
250000,"1900",4495,199,78,0,3,2,1,1,2,0,2,1
7e+05,"1925",3175,150,123,0,4,3,1,1,3,0,5,1
499000,"1919",215,1732,161,0,4,3,1,1,2,0,3,1
515000,"1979",1600,617,221,0,7,6,1,2,2,1,5,1
1450000,"2007",2380,789,200,0,5,3,2,1,2,1,8,1
629000,"1964",880,710,113,0,4,3,2,1,2,0,6,1
3e+05,"1962",1980,345,103,0,4,4,1,1,2,0,5,1
685000,"1971",965,354,166,0,6,4,1,1,3,0,7,1
449000,"1925",2190,340,105,0,4,3,1,1,3,0,3,1
675000,"1933",3850,265,110,0,4,3,1,0,3,0,6,1
422000,"1983",1550,145,130,0,5,3,1,1,3,0,8,1
395000,"1992",3920,292,114,0,5,4,1,1,3,0,7,1
475000,"1975",1320,151,136,0,5,4,1,1,3,0,6,1
550000,"1960",1860,158,121,0,6,5,1,2,3,0,6,1
385000,"1940",1325,252,81,0,4,3,1,1,3,0,2,1
245000,"2006",1580,126,109,0,3,2,2,1,2,0,7,0
565000,"2015",1080,142,134,0,5,4,1,1,3,0,8,1
375000,"2006",11775,116,99,0,4,3,1,1,2,0,8,1
365000,"1992",1755,127,113,0,5,4,1,2,3,0,7,1
425000,"1910",2045,370,102,0,5,3,1,1,2,0,5,1
749000,"1969",8275,166,157,0,7,6,2,2,3,0,6,1
515000,"1961",1840,293,111,0,4,3,1,1,2,1,3,1
636000,"1969",2100,315,150,0,5,3,2,1,3,0,7,1
419000,"1959",790,327,111,0,6,5,1,1,2,0,3,0
670000,"1976",3365,253,185,0,7,5,2,1,3,0,6,1
780000,"1985",1615,400,168,0,4,3,2,2,3,0,6,1
275000,"1962",3640,157,113,0,4,3,1,2,3,0,4,1
695000,"1970",3825,304,191,0,6,4,1,2,4,0,6,1
785000,"2000",8965,202,165,0,5,3,1,1,3,0,8,1
325000,"1982",2735,115,111,0,5,4,1,1,3,0,6,1
469000,"2002",2325,228,143,0,4,3,1,1,3,0,8,1
375000,"1967",2470,259,127,0,4,3,1,1,3,0,5,1
498000,"1991",3195,202,123,0,4,3,1,1,3,0,6,1
399000,"2002",2620,107,93,0,4,3,1,1,3,0,8,1
537500,"2016",1210,231,119,0,5,3,2,1,2,0,8,1
487500,"1908",6360,509,88,0,3,1,1,1,2,1,5,1
695000,"1937",2670,266,149,0,5,4,2,1,3,0,6,1
275000,"1938",2620,785,117,0,6,4,1,0,2,1,2,1
1389011,"2007",5570,402,268,0,8,7,2,2,3,0,8,1
439000,"1976",3365,125,184,0,7,6,1,2,3,1,6,1
345000,"2011",2900,124,108,0,5,3,1,1,3,0,8,1
435000,"1982",12870,116,111,0,6,5,1,0,3,0,6,1
535000,"2016",4655,125,133,0,5,4,1,1,2,0,8,1
5e+05,"1960",1050,170,108,0,6,4,1,1,3,0,4,1
450000,"1994",3575,199,128,0,5,4,1,1,3,0,8,1
565000,"2009",3065,140,183,0,5,4,2,0,4,0,8,1
375000,"1990",2590,140,93,0,5,4,1,1,3,0,8,1
450000,"1986",1495,644,146,0,5,4,2,2,2,0,7,1
5e+05,"2014",7270,100,150,0,5,4,1,1,3,0,8,1
585000,"1934",275,3445,220,0,7,4,2,2,2,1,6,1
565000,"2019",2105,158,156,0,6,5,1,2,3,0,8,1
409000,"1968",1285,139,112,0,5,4,1,2,3,0,7,1
8e+05,"1925",1665,142,147,0,6,5,1,1,3,0,7,1
535000,"1900",3865,450,138,0,5,1,1,1,3,0,4,1
485000,"1976",2885,134,128,0,5,4,1,1,3,0,7,1
4e+05,"1958",3120,247,163,0,8,6,1,1,3,0,6,1
4e+05,"2012",2780,55,109,0,4,2,1,1,3,0,8,0
565000,"1993",3155,249,157,0,5,4,1,0,2,0,7,1
535000,"1926",410,1075,108,0,5,2,1,1,2,0,4,1
249000,"1994",3940,46,81,0,4,3,1,1,3,0,7,0
785000,"1951",4360,130,130,0,5,4,1,2,3,1,6,1
475000,"1923",2090,922,147,0,6,4,1,1,3,0,3,1
569000,"1989",3290,390,153,0,6,4,1,1,2,0,7,1
995000,"1927",4310,263,167,0,6,5,2,1,3,0,5,0
550000,"1936",1940,120,108,0,6,4,1,1,3,0,2,1
425000,"1998",4155,116,114,0,5,4,1,1,3,0,7,1
350000,"1976",1175,150,114,0,5,4,1,1,3,0,6,1
365000,"1997",1380,71,103,0,4,2,1,0,3,0,7,0
398000,"1955",840,374,98,0,8,3,1,2,3,0,6,1
490000,"2005",2305,496,121,0,5,4,1,1,2,0,8,1
550000,"1971",1380,176,141,0,6,5,2,1,3,0,6,1
525000,"1993",9415,479,137,0,6,4,2,1,3,0,6,1
325000,"1953",2595,225,92,0,5,3,1,1,2,0,5,1
325000,"1980",9575,165,115,0,5,3,1,1,3,0,6,1
1795000,"1887",1190,1476,442,0,11,6,4,2,3,1,2,1
399000,"1970",4215,447,139,0,6,4,1,2,3,0,4,1
325000,"1933",2860,106,156,0,6,5,1,2,3,0,6,1
450000,"1978",3575,151,127,0,5,4,1,1,3,0,7,1
625000,"2008",5640,200,162,0,6,5,1,1,3,0,8,1
469000,"1929",6360,410,108,0,4,3,1,0,2,0,3,1
6e+05,"2016",2525,214,188,0,5,4,1,1,3,0,8,1
350000,"1920",2130,136,126,0,5,4,1,1,3,0,6,1
9e+05,"2014",405,8370,383,0,6,5,2,2,2,0,8,1
350000,"1975",2125,193,141,0,7,6,1,1,3,0,6,1
615000,"1910",6355,97,143,0,5,2,1,1,3,0,6,1
385000,"1974",6190,113,127,0,5,4,1,1,3,0,4,1
699000,"1910",805,525,136,0,5,4,1,1,2,0,7,1
625000,"2019",1840,112,129,0,5,4,1,1,3,0,9,1
375000,"1997",860,194,119,0,5,3,1,0,2,0,7,1
625000,"1937",1455,1605,125,0,4,3,1,1,3,0,2,1
535000,"2004",1700,792,166,0,9,4,1,1,2,0,8,1
299000,"1933",3800,193,87,0,4,3,1,0,3,0,3,1
599000,"1970",6090,651,202,0,7,4,1,1,2,0,6,1
269500,"1974",975,116,113,0,5,4,1,1,3,0,6,1
320000,"1930",3725,33,72,0,3,1,1,1,3,0,4,0
3e+05,"1959",12425,154,125,0,5,4,1,1,2,0,5,1
395000,"1970",6280,199,116,0,5,4,1,1,3,0,6,1
625000,"2006",4970,197,187,0,6,4,1,2,3,1,8,0
395000,"1972",3585,201,142,0,5,4,1,2,3,0,5,1
7e+05,"2013",2550,219,195,0,7,4,1,2,4,0,8,1
465000,"1967",7610,133,109,0,5,4,1,2,3,0,6,1
1795000,"2007",1670,3120,130,0,4,3,1,1,2,0,8,1
550000,"1999",2140,62,161,0,6,4,1,2,4,0,7,0
395000,"1977",6190,129,98,0,4,3,1,1,2,0,6,1
395000,"1970",6280,199,116,0,6,4,1,1,3,0,6,1
650000,"1919",330,2125,103,0,4,3,1,1,2,0,6,1
459000,"1982",1565,235,114,0,5,4,1,1,4,0,7,1
525000,"1965",2990,265,116,0,5,4,1,1,2,0,7,1
1295000,"2005",2725,430,190,0,5,4,2,3,2,0,8,1
335000,"1988",9415,275,125,0,4,3,1,1,2,0,6,1
445000,"1950",4345,426,155,0,7,5,2,1,3,1,6,1
450000,"1991",585,120,112,0,5,4,1,1,3,0,6,0
950000,"1895",4010,254,245,0,7,5,2,2,3,1,5,1
569000,"1989",2675,578,180,0,5,3,1,1,2,0,7,1
450000,"2012",1785,150,126,0,6,5,1,1,3,0,9,1
425000,"1968",475,243,140,0,3,2,1,1,2,0,4,1
4e+05,"1937",3225,242,156,0,6,3,1,1,3,1,6,1
489000,"1976",1570,380,191,0,7,3,1,1,2,1,7,1
257500,"1968",1320,152,126,0,5,4,1,1,3,0,7,1
650000,"1936",950,3000,138,0,5,3,1,1,3,1,2,1
5e+05,"1994",14040,142,93,0,4,3,1,1,2,0,7,1
519000,"2005",6140,119,141,0,6,4,1,1,3,0,8,1
695000,"1974",2060,280,134,0,4,3,1,1,2,0,6,1
675000,"1948",4495,170,147,0,7,5,1,2,3,0,4,1
589000,"2017",510,114,146,0,4,3,1,1,3,0,8,1
325000,"1974",5160,179,126,0,5,4,1,1,3,0,6,1
425000,"2004",2395,139,102,0,4,3,1,1,2,0,8,1
525000,"1990",1975,205,109,0,5,4,1,1,3,0,6,1
4e+05,"1974",1665,173,139,0,5,4,1,2,3,0,5,1
315000,"1957",3310,266,95,0,5,3,1,1,3,0,4,1
245000,"1963",1450,188,84,0,5,3,1,1,2,0,2,1
489000,"2004",5035,137,112,0,5,4,1,1,3,0,8,1
450000,"2019",2755,127,149,0,5,4,1,1,3,0,8,1
350000,"1972",860,152,118,0,6,5,1,1,3,0,5,1
780000,"1994",300,2879,138,0,7,5,1,1,2,0,7,1
425000,"1965",335,637,143,0,5,3,2,1,2,0,6,1
375000,"1969",11035,180,105,0,5,4,1,1,3,0,5,1
735000,"1918",515,5790,171,0,6,4,2,1,2,1,4,1
795000,"1937",1495,153,146,0,7,5,2,1,3,0,7,1
325000,"2016",445,111,101,0,4,3,1,1,3,0,9,1
1575000,"1968",1465,776,271,0,7,5,2,1,2,0,7,1
439000,"1976",4285,230,159,0,6,3,2,1,3,0,9,1
698000,"1975",2880,237,134,0,3,3,1,2,2,0,6,1
265000,"1930",2075,275,92,0,4,3,1,1,2,0,5,1
7e+05,"1906",6355,119,147,0,6,5,2,2,3,0,8,1
5e+05,"1935",2675,905,143,0,5,4,1,1,2,1,3,1
869500,"2009",6485,130,161,0,6,5,2,2,3,1,8,0
482500,"1954",630,410,123,0,4,3,1,1,2,1,5,1
470000,"1987",3175,174,147,0,6,5,1,1,3,0,8,1
2500000,"2010",6825,1000,629,0,13,5,3,2,3,1,8,1
395000,"1895",2200,208,95,0,5,3,1,1,2,0,4,1
325000,"1938",1895,255,111,0,4,2,1,1,2,0,3,1
465000,"2012",6115,131,136,0,5,4,1,1,3,0,8,1
319000,"2019",4190,129,122,0,5,4,1,1,3,0,8,1
350000,"1987",5175,151,98,0,5,4,1,1,3,0,6,1
779000,"1957",1045,299,163,0,5,4,1,2,3,0,5,1
465000,"1955",2390,268,121,0,5,4,1,1,3,0,5,1
389000,"1951",980,380,136,0,4,3,1,1,2,0,3,1
695000,"2021",420,1222,229,0,5,4,1,1,3,0,9,1
4e+05,"1996",6825,255,146,0,4,3,1,1,2,0,7,1
355000,"1998",1225,129,101,0,5,4,1,1,3,0,8,1
895000,"1926",1395,510,195,0,6,3,2,1,2,0,6,1
5e+05,"1986",2930,276,119,0,4,3,1,1,3,0,6,1
575000,"1985",4310,141,115,0,5,3,1,1,3,0,7,1
745000,"1975",3375,331,148,0,4,3,1,1,2,0,7,1
3e+05,"1966",5045,160,82,0,5,4,1,1,3,0,7,1
435000,"2008",200,199,150,0,6,5,1,1,3,0,8,1
4e+05,"1880",965,59,58,0,3,2,1,0,2,0,4,0
850000,"1920",245,1060,150,0,7,5,1,1,2,1,4,1
475000,"1964",2075,237,105,0,5,4,1,1,3,0,5,1
375000,"2018",2120,277,121,0,5,4,1,0,3,0,8,1
875000,"1939",890,150,147,0,7,5,1,1,3,0,6,1
295000,"1964",2890,258,103,0,5,3,1,1,2,0,4,1
1300000,"2005",1235,735,300,0,8,6,2,1,2,0,8,1
375000,"1985",4060,140,103,0,5,4,1,1,2,0,7,1
895000,"1930",7250,121,147,0,6,4,2,2,3,0,3,1
5e+05,"1933",5530,460,172,0,6,6,2,1,2,0,3,1
595000,"1974",2710,890,130,0,4,3,1,1,2,0,3,1
359500,"2007",4730,150,107,0,5,4,1,1,3,0,8,1
310000,"1987",3425,190,102,0,4,3,1,1,2,0,6,1
295000,"1974",3820,152,131,0,6,4,1,1,3,0,7,1
315000,"1970",2415,190,123,0,5,4,1,1,2,0,5,1
385000,"1989",2525,123,100,0,5,4,1,1,3,0,7,1
319000,"1978",5760,223,93,0,4,3,1,1,2,0,6,1
6e+05,"1976",1530,568,159,0,8,4,2,1,2,0,6,1
375000,"1928",2665,135,111,0,5,4,1,1,3,0,4,1
550000,"1932",2475,346,164,0,6,5,1,2,3,1,4,1
650000,"2008",1145,525,158,0,5,3,1,1,3,0,9,1
945000,"1913",1305,173,296,0,10,8,3,2,4,1,7,1
895000,"1995",685,1090,137,0,5,4,1,1,2,0,6,1
625000,"1976",3640,831,342,0,6,5,2,1,3,0,6,1
385000,"1994",2425,171,110,0,5,4,1,1,3,0,7,1
6e+05,"1978",2645,268,139,0,5,4,1,1,3,0,7,1
375000,"2004",6285,162,142,0,4,3,1,1,2,0,8,1
409000,"2006",2285,77,138,0,6,4,1,1,4,0,8,0
450000,"1959",1865,262,107,0,5,3,1,1,3,0,4,1
550000,"1999",725,344,177,0,6,4,1,1,3,0,7,1
750000,"2004",655,331,198,0,5,4,1,2,3,0,8,1
285000,"1982",7020,144,111,0,5,4,1,1,3,0,8,1
750000,"",45,21780,100,0,5,3,1,1,2,0,2,1
489000,"2009",1270,169,160,0,4,3,1,2,2,0,8,1
375000,"1968",6280,242,98,0,4,3,1,1,2,0,6,1
315000,"1925",1915,83,70,0,4,3,1,1,2,0,4,1
325000,"1981",7020,165,117,0,4,3,1,1,3,0,7,1
450000,"2017",2780,107,124,0,5,4,1,1,3,0,8,1
595000,"1954",1905,732,160,0,10,5,1,1,2,1,4,1
584000,"1978",4040,383,190,0,6,5,2,1,2,0,6,1
475000,"Voor 1906",2980,146,108,0,3,2,1,1,2,0,7,1
3e+05,"1926",1970,89,86,0,5,3,1,1,2,0,5,1
495000,"2001",1815,344,163,0,4,2,1,1,2,0,7,1
647500,"1987",1855,230,173,0,6,5,1,1,2,0,7,1
365000,"1982",10380,180,103,0,4,3,1,1,2,0,8,1
3e+05,"1980",1690,105,101,0,5,4,1,1,3,0,6,1
4e+05,"1993",3500,140,91,0,5,4,1,1,3,0,7,1
249500,"1980",5760,140,95,0,4,3,1,1,2,0,6,1
795000,"1976",1790,432,177,0,9,5,1,1,3,0,7,1
825000,"1979",4035,1000,161,0,6,3,1,2,2,0,6,1
325000,"1981",1505,143,114,0,6,5,1,1,3,0,7,1
350000,"1979",1505,201,136,0,5,4,1,1,3,0,6,1
450000,"1974",2510,150,122,0,5,4,1,1,3,0,6,1
650000,"2007",1500,438,195,0,6,5,1,1,2,0,7,1
845000,"1998",1925,977,223,0,5,4,1,1,2,0,7,1
319000,"1968",9095,187,95,0,5,4,1,1,3,0,6,1
975000,"2020",330,5420,262,0,7,6,1,1,2,0,8,1
649000,"1936",3110,102,115,0,5,4,2,1,3,0,7,1
479000,"1926",3110,146,89,0,4,3,1,2,2,0,3,1
239000,"1979",1855,141,115,0,4,3,1,0,2,0,6,1
159500,"1935",2420,235,98,0,5,3,1,1,3,0,3,1
420000,"2014",6855,226,130,0,5,4,1,1,3,0,8,1
550000,"1935",780,713,180,0,6,4,1,0,3,1,2,1
775000,"1934",7930,110,124,0,5,4,2,1,3,0,6,1
689000,"2008",4655,254,171,0,5,4,1,1,3,0,8,1
350000,"1970",900,146,129,0,5,4,1,2,3,0,5,1
795000,"2005",6550,189,189,0,6,5,2,2,3,0,8,1
269000,"1980",3685,296,131,0,5,4,2,1,3,0,6,1
3e+05,"1968",1550,347,100,0,8,4,1,1,2,1,2,1
895000,"2000",1185,313,156,0,6,4,1,1,3,0,7,1
675000,"1952",4845,303,160,0,6,5,1,1,3,0,5,1
460000,"",2105,140,131,0,6,4,1,1,3,0,8,1
5e+05,"2007",4070,250,152,0,6,4,1,1,3,0,9,1
369000,"1978",4715,293,124,0,5,3,1,1,2,0,7,1
550000,"1964",8005,247,143,0,4,3,1,0,2,0,3,1
257500,"1923",4015,328,92,0,4,3,1,1,2,0,2,1
197500,"1952",1500,178,125,0,9,3,1,1,2,1,5,1
735000,"1989",5990,998,148,0,5,3,2,2,2,0,8,1
885000,"1968",2630,649,198,0,5,4,2,1,2,1,6,1
559000,"1975",2630,448,203,0,9,7,1,1,3,1,5,1
575000,"2011",7475,140,136,0,6,4,1,1,3,0,8,1
1300000,"2000",375,1043,278,0,5,4,3,2,2,1,6,1
525000,"1974",1865,200,162,0,6,3,1,1,2,0,6,1
415000,"1976",630,144,119,0,5,3,1,1,3,0,7,1
350000,"1906",7435,267,110,0,4,3,1,1,2,1,5,1
419500,"2018",520,153,129,0,5,3,1,1,3,0,8,1
275000,"1962",2470,177,88,0,4,2,1,1,2,0,4,1
850000,"2017",1705,256,155,0,5,4,1,2,3,0,8,1
525000,"1941",2310,79,108,0,5,4,1,1,3,0,4,1
575000,"1996",7950,174,166,0,6,4,1,1,3,0,8,1
4e+05,"1973",3315,188,115,0,6,5,1,1,3,0,3,1
399500,"1968",1285,200,127,0,6,5,1,1,3,0,6,1
3e+05,"1971",1450,117,106,0,6,5,1,1,3,0,6,1
209500,"1928",1130,153,95,0,3,2,1,0,2,0,3,1
469000,"2018",1695,166,153,0,6,5,1,0,3,0,8,1
3e+05,"1990",2150,143,98,0,5,4,1,1,3,0,7,1
425000,"1980",775,140,128,0,6,5,1,1,3,0,6,1
595000,"1934",845,302,147,0,5,4,1,2,3,0,6,1
375000,"1980",3820,149,134,0,5,4,1,1,3,0,6,1
980000,"1914",6030,168,193,0,8,6,2,3,3,1,3,1
582500,"1988",2935,251,124,0,5,4,1,1,3,0,8,1
350000,"1994",2425,143,121,0,6,5,1,1,3,0,7,1
375000,"1986",2065,1105,108,0,5,3,1,1,3,0,6,1
5e+05,"2017",1895,123,115,0,5,4,1,1,2,0,8,1
6e+05,"1960",2795,452,175,0,7,5,1,2,3,0,5,1
675000,"1978",1275,876,146,0,6,3,1,1,3,0,6,1
340000,"1968",1780,146,104,0,5,4,1,1,2,0,6,1
1080000,"2017",2540,401,170,0,6,4,1,1,3,0,8,1
645000,"1992",1975,481,231,0,7,5,2,0,3,0,8,1
539000,"1930",2560,470,133,0,7,4,1,1,2,0,5,1
1300000,"1680",215,10330,292,0,8,5,1,1,2,0,2,1
7e+05,"1991",985,261,163,0,5,4,1,1,3,0,8,1
350000,"1999",2465,134,101,0,5,4,1,1,3,0,7,1
429000,"2015",2795,118,107,0,5,4,1,1,3,0,8,1
470000,"2010",1065,254,143,0,5,3,1,0,3,0,9,1
225000,"1971",635,306,120,0,6,4,1,1,3,0,5,1
995000,"",4990,497,135,0,4,2,1,1,3,0,2,1
585000,"2001",9765,287,190,0,6,4,1,1,3,0,9,1
435000,"1935",1490,245,91,0,4,3,1,1,2,0,4,1
450000,"1974",2000,324,120,0,6,4,1,1,3,0,5,1
6e+05,"2002",7830,174,169,0,5,4,1,2,3,0,8,1
450000,"1960",2250,132,112,0,5,3,1,1,3,0,5,1
435000,"1975",6435,158,108,0,5,4,1,1,3,0,5,1
525000,"1960",555,608,205,0,8,6,1,2,3,1,3,1
1100000,"1750",650,820,200,0,5,4,1,1,2,0,8,1
549000,"1978",2065,511,166,0,4,3,1,2,2,0,6,1
250000,"1981",2220,148,85,0,4,3,1,1,2,0,6,1
5e+05,"1993",5465,391,163,0,6,4,1,1,3,0,7,1
6e+05,"2012",2000,365,155,0,6,5,1,2,3,0,8,1
399500,"1926",2200,373,84,0,5,4,1,0,2,0,2,1
329000,"1969",2065,270,108,0,6,4,1,1,3,0,4,1
7e+05,"1971",495,1035,211,0,8,7,2,1,2,0,5,1
1450000,"1913",2200,208,204,0,6,5,2,3,3,0,7,1
545000,"1973",1820,647,143,0,5,4,1,1,2,0,5,1
350000,"1987",2000,255,84,0,3,2,1,1,2,0,6,1
4e+05,"2014",510,96,139,0,5,4,1,1,3,1,9,1
4e+05,"1998",9765,130,120,0,7,4,1,1,3,0,8,1
699000,"2014",2485,112,131,0,5,4,1,1,3,0,9,1
975000,"1996",205,1825,238,0,5,4,2,1,2,0,8,1
349500,"1909",2425,133,160,0,7,6,1,1,3,0,4,1
250000,"1972",2530,125,119,0,7,4,1,1,3,0,7,1
375000,"1989",2520,134,107,0,5,4,1,1,3,0,7,1
425000,"1971",5875,97,100,0,5,4,1,1,3,0,6,1
4e+05,"1996",10530,124,120,0,5,4,1,2,3,0,8,1
399000,"1979",2735,175,108,0,4,3,1,1,2,0,6,1
850000,"1925",2215,272,197,0,5,4,2,2,3,0,3,1
689000,"1977",2455,203,182,0,6,5,2,1,3,0,7,1
525000,"1980",1320,332,160,0,5,4,1,1,3,0,6,1
589000,"1935",1830,283,120,0,5,4,1,2,3,0,5,1
445000,"2011",5285,269,165,0,6,4,1,1,3,0,9,1
450000,"1961",4265,193,106,0,4,3,1,1,3,0,4,1
450000,"1972",2610,389,135,0,4,2,1,1,2,0,4,1
565000,"1997",5530,250,135,0,5,4,1,1,3,0,6,1
575000,"2016",6855,244,178,0,7,6,1,1,2,0,8,1
425000,"1995",1175,206,112,0,5,4,1,1,2,0,7,1
325000,"1973",4020,263,144,0,6,5,1,1,3,0,6,1
518000,"1932",900,530,132,0,6,3,1,1,2,1,6,1
289500,"1979",5935,146,96,0,4,3,1,1,2,0,5,1
360000,"1905",6015,145,107,0,4,3,1,0,3,0,6,1
1325000,"1920",2280,294,176,0,7,4,3,2,4,0,7,1
598000,"1971",1965,475,144,0,6,4,1,1,3,0,6,1
325000,"1968",2190,177,102,0,5,4,1,1,2,0,7,1
4e+05,"1972",9410,205,135,0,5,4,1,1,3,0,5,1
549000,"1956",4000,290,163,0,6,5,1,1,3,0,4,1
650000,"1992",3830,368,200,0,7,6,2,1,3,1,7,1
419000,"2017",6825,189,102,0,5,3,1,1,3,0,8,1
350000,"1986",450,317,142,0,5,4,1,1,3,0,6,1
379500,"1976",2435,210,105,0,4,3,1,1,2,1,5,1
835000,"1968",90,4524,175,0,5,2,2,2,2,1,7,1
315000,"1908",3225,560,232,0,14,5,3,0,3,1,3,1
595000,"1930",6250,245,112,0,6,4,1,1,2,0,4,1
347500,"1994",3185,203,127,0,4,3,1,1,2,0,8,1
365000,"1960",7905,111,103,0,6,5,1,1,3,0,5,1
475000,"1922",1190,330,103,0,5,3,1,1,2,0,4,1
298000,"1958",440,217,113,0,6,4,1,1,3,0,6,1
365000,"2001",1850,278,151,0,5,3,1,1,3,0,7,1
525000,"1978",1470,441,152,0,6,4,1,1,3,0,6,1
565000,"2012",925,141,141,0,6,5,1,2,3,0,9,1
465000,"1974",1130,218,122,0,5,4,1,1,3,0,7,1
479000,"1994",1210,136,121,0,6,5,1,2,3,0,7,1
1495000,"1928",1920,4505,345,0,10,8,3,1,2,0,5,1
325000,"1750",8005,30,58,0,3,1,1,1,3,0,6,0
635000,"1984",2615,277,113,0,4,3,1,1,2,0,6,1
375000,"1965",4120,162,141,0,5,4,1,1,3,0,2,1
390000,"1987",2140,181,101,0,4,3,1,1,3,0,6,1
1128000,"1983",2540,895,152,0,6,5,1,1,3,0,6,1
950000,"1923",130,4380,242,0,8,6,2,1,2,0,7,1
349000,"1966",1315,127,97,0,6,5,1,1,3,0,5,1
425000,"1960",1615,629,91,0,5,3,1,0,2,0,6,1
350000,"1920",2515,154,77,0,4,3,1,0,2,0,2,1
375000,"1959",1595,140,105,0,5,4,1,2,3,0,5,1
450000,"1999",3370,339,167,0,7,4,1,1,3,0,7,1
2225000,"1976",450,2131,225,0,5,3,2,1,2,0,6,1
499000,"",6105,530,144,0,6,5,2,1,3,0,6,1
1500000,"1975",5270,1650,317,0,9,6,2,3,2,1,8,1
555000,"2019",2665,118,140,0,6,4,1,1,3,0,8,1
295000,"1961",2480,168,113,0,5,3,1,1,3,0,6,1
335000,"1982",1430,228,126,0,5,4,1,1,3,0,6,1
440000,"1998",2275,289,116,0,5,3,1,1,2,0,8,1
1150000,"1967",4565,475,192,0,7,6,2,1,3,0,6,1
795000,"1955",2100,334,189,0,7,4,1,2,2,0,6,1
375000,"1989",3140,185,115,0,5,4,1,1,3,0,6,1
510000,"1970",1295,314,127,0,5,4,1,1,3,0,3,1
850000,"1992",1285,7975,199,0,5,3,2,1,2,0,6,1
5e+05,"1972",230,520,169,0,6,3,1,1,2,0,6,1
950000,"1979",1970,945,283,0,11,4,2,2,2,0,6,1
1400000,"",1145,660,150,0,5,4,1,2,2,0,2,1
339000,"1973",9095,166,122,0,5,4,1,1,2,0,7,1
690000,"1987",1575,135,123,0,5,4,1,1,3,0,7,1
625000,"1956",8145,81,129,0,5,4,1,1,3,0,6,1
395000,"1932",690,182,88,0,3,2,1,0,2,0,4,1
450000,"1955",750,969,135,0,6,3,1,1,2,0,8,1
6e+05,"1977",6220,377,181,0,7,5,2,1,3,0,6,1
675000,"1996",2050,949,155,0,4,3,1,2,2,0,5,1
375000,"1938",2145,350,87,0,4,3,1,2,2,0,2,1
425000,"1954",2230,436,118,0,5,4,1,1,2,1,6,1
565000,"1910",6960,560,221,0,6,4,2,2,2,1,4,1
